Regione,Migranti presenti negli hot spot,Migranti presenti nei centri di accoglienza,Migranti presenti nei centri SAI,Totale migranti in accoglienza sul territorio,file
Totale complessivo,83,103.596,35.063,138.742,cruscotto_statistico_giornaliero_15-02-2024-accoglienza.csv
Lombardia,,14.743,3.046,17.789,cruscotto_statistico_giornaliero_15-02-2024-accoglienza.csv
Emilia-Romagna,,9.744,3.330,13.074,cruscotto_statistico_giornaliero_15-02-2024-accoglienza.csv
Piemonte,,10.010,2.251,12.261,cruscotto_statistico_giornaliero_15-02-2024-accoglienza.csv
Lazio,,9.755,2.465,12.220,cruscotto_statistico_giornaliero_15-02-2024-accoglienza.csv
Campania,,7.021,3.954,10.975,cruscotto_statistico_giornaliero_15-02-2024-accoglienza.csv
Toscana,,8.171,1.794,9.965,cruscotto_statistico_giornaliero_15-02-2024-accoglienza.csv
Veneto,,8.395,767,9.162,cruscotto_statistico_giornaliero_15-02-2024-accoglienza.csv
Sicilia,53,3.695,5.307,9.055,cruscotto_statistico_giornaliero_15-02-2024-accoglienza.csv
Puglia,30,3.988,3.123,7.141,cruscotto_statistico_giornaliero_15-02-2024-accoglienza.csv
Calabria,,3.240,2.900,6.140,cruscotto_statistico_giornaliero_15-02-2024-accoglienza.csv
Liguria,,4.974,1.042,6.016,cruscotto_statistico_giornaliero_15-02-2024-accoglienza.csv
Marche,,3.379,1.384,4.763,cruscotto_statistico_giornaliero_15-02-2024-accoglienza.csv
Friuli-Venezia Giulia,,4.032,218,4.250,cruscotto_statistico_giornaliero_15-02-2024-accoglienza.csv
Abruzzo,,3.293,902,4.195,cruscotto_statistico_giornaliero_15-02-2024-accoglienza.csv
Sardegna,,2.482,272,2.754,cruscotto_statistico_giornaliero_15-02-2024-accoglienza.csv
Basilicata,,1.878,807,2.685,cruscotto_statistico_giornaliero_15-02-2024-accoglienza.csv
Umbria,,2.222,440,2.662,cruscotto_statistico_giornaliero_15-02-2024-accoglienza.csv
Molise,,949,837,1.786,cruscotto_statistico_giornaliero_15-02-2024-accoglienza.csv
Trentino-Alto Adige,,1.520,192,1.712,cruscotto_statistico_giornaliero_15-02-2024-accoglienza.csv
Valle d'Aosta,,105,32,137,cruscotto_statistico_giornaliero_15-02-2024-accoglienza.csv
