Data,Valore,Note,Fonte,Data_Report
2021-06-01,237,*I dati si riferiscono agli eventi di sbarco rilevati entro le ore 8:00 del giorno di riferimento,Fonte: Dipartimento della Pubblica sicurezza. I dati sono suscettibili di successivo consolidamento.,2021-06-15
2021-06-02,33,*I dati si riferiscono agli eventi di sbarco rilevati entro le ore 8:00 del giorno di riferimento,Fonte: Dipartimento della Pubblica sicurezza. I dati sono suscettibili di successivo consolidamento.,2021-06-15
2021-06-03,0,*I dati si riferiscono agli eventi di sbarco rilevati entro le ore 8:00 del giorno di riferimento,Fonte: Dipartimento della Pubblica sicurezza. I dati sono suscettibili di successivo consolidamento.,2021-06-15
2021-06-04,45,*I dati si riferiscono agli eventi di sbarco rilevati entro le ore 8:00 del giorno di riferimento,Fonte: Dipartimento della Pubblica sicurezza. I dati sono suscettibili di successivo consolidamento.,2021-06-15
2021-06-05,0,*I dati si riferiscono agli eventi di sbarco rilevati entro le ore 8:00 del giorno di riferimento,Fonte: Dipartimento della Pubblica sicurezza. I dati sono suscettibili di successivo consolidamento.,2021-06-15
2021-06-06,58,*I dati si riferiscono agli eventi di sbarco rilevati entro le ore 8:00 del giorno di riferimento,Fonte: Dipartimento della Pubblica sicurezza. I dati sono suscettibili di successivo consolidamento.,2021-06-15
2021-06-07,0,*I dati si riferiscono agli eventi di sbarco rilevati entro le ore 8:00 del giorno di riferimento,Fonte: Dipartimento della Pubblica sicurezza. I dati sono suscettibili di successivo consolidamento.,2021-06-15
2021-06-08,130,*I dati si riferiscono agli eventi di sbarco rilevati entro le ore 8:00 del giorno di riferimento,Fonte: Dipartimento della Pubblica sicurezza. I dati sono suscettibili di successivo consolidamento.,2021-06-15
2021-06-09,57,*I dati si riferiscono agli eventi di sbarco rilevati entro le ore 8:00 del giorno di riferimento,Fonte: Dipartimento della Pubblica sicurezza. I dati sono suscettibili di successivo consolidamento.,2021-06-15
2021-06-10,25,*I dati si riferiscono agli eventi di sbarco rilevati entro le ore 8:00 del giorno di riferimento,Fonte: Dipartimento della Pubblica sicurezza. I dati sono suscettibili di successivo consolidamento.,2021-06-15
2021-06-11,106,*I dati si riferiscono agli eventi di sbarco rilevati entro le ore 8:00 del giorno di riferimento,Fonte: Dipartimento della Pubblica sicurezza. I dati sono suscettibili di successivo consolidamento.,2021-06-15
